TimeStep,AccelerationY_1,AccelerationY_10,AccelerationY_11,AccelerationY_12,AccelerationY_13,AccelerationY_14,AccelerationY_15,AccelerationY_16,AccelerationY_17,AccelerationY_18,AccelerationY_2,AccelerationY_3,AccelerationY_4,AccelerationY_5,AccelerationY_6,AccelerationY_7,AccelerationY_8,AccelerationY_9,PositionY_1,PositionY_10,PositionY_11,PositionY_12,PositionY_13,PositionY_14,PositionY_15,PositionY_16,PositionY_17,PositionY_18,PositionY_2,PositionY_3,PositionY_4,PositionY_5,PositionY_6,PositionY_7,PositionY_8,PositionY_9,VelocityY_1,VelocityY_10,VelocityY_11,VelocityY_12,VelocityY_13,VelocityY_14,VelocityY_15,VelocityY_16,VelocityY_17,VelocityY_18,VelocityY_2,VelocityY_3,VelocityY_4,VelocityY_5,VelocityY_6,VelocityY_7,VelocityY_8,VelocityY_9
32,0.0,-1.08,-1.0799999000000007,-1.079999899999999,-1.079999899999999,-1.08,-1.0799997000000001,-1.0799999200000006,-1.0799999299999996,-1.0799999299999996,0.0,0.0,0.0,-0.1652489000000017,-1.0799999000000007,-1.0799998999999971,-1.0799999999999983,-1.0799999000000007,-4.25844531,0.9810199,1.4247627,1.8239355,2.1776141,2.4860191,2.75,2.9710111,3.0215969,3.0215969,-3.3845449,-2.8581799,-2.3268429,-1.7405119,-1.1706259,-0.5806722999999999,-0.0257617,0.4964361,-20.0,-14.70684,-13.4406776,-12.1935711,-10.9730139,-9.78419,-8.631871,-7.51927662,-7.16064835,-7.16064835,-20.0,-20.0,-20.0,-20.0,-19.7561626,-18.5028114,-17.24673,-15.9779835
33,0.0,-1.0799994999999996,-1.0799999999999983,-1.0799999000000007,-1.0799999000000007,-1.08,-1.08,-1.0800003800000004,-1.0799996500000004,-1.0799996500000004,0.0,0.0,0.0,0.0,-0.24383740000000032,-1.0800000000000018,-1.0800000000000018,-1.0799999000000007,-4.5917788999999996,0.7179059999999999,1.1827516,1.6027097000000001,1.9767302999999998,2.3049497,2.5881357,2.8276901,2.8842525,2.8842525,-3.7178789,-3.1915129,-2.6601759,-2.0738449,-1.5039589,-0.9070520999999999,-0.3312073,0.2121362,-20.0,-15.7868395,-14.520677599999999,-13.273571,-12.0530138,-10.86419,-9.711871,-8.599277,-8.240648,-8.240648,-20.0,-20.0,-20.0,-20.0,-20.0,-19.5828114,-18.32673,-17.0579834
34,0.0,-1.0800005000000006,-1.0799999000000007,-1.079999899999999,-1.079999899999999,-1.08,-1.0800000999999995,-1.079998999999999,-1.08,-1.08,0.0,0.0,0.0,0.0,0.0,-0.41718859999999935,-1.0799999999999983,-1.0799998999999971,-4.92511229,0.43679229999999997,0.9227399,1.3634834,1.7578467999999998,2.1058797,2.4082708,2.6663684,2.7289085,2.7289085,-4.05121236,-3.5248466,-2.9935089,-2.4071778999999998,-1.8372918999999999,-1.2403851,-0.6546525999999999,-0.0901633,-20.0,-16.86684,-15.6006775,-14.3535709,-13.1330137,-11.94419,-10.7918711,-9.679276,-9.320648,-9.320648,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.40673,-18.1379833
35,0.0,-1.0800000000000018,-1.0799999000000007,-1.08,-1.0799999000000007,-1.08,-1.0799999000000007,-1.0800003999999994,-1.0800000999999995,-1.0800000999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.5932700000000004,-1.0799999000000007,-5.2584459,0.1376781,0.6447286,1.1062574,1.5209636,1.8888101,2.2104063,2.4870471,2.5555648,2.5555648,-4.3845459,-3.8581799,-3.3268419,-2.7405109,-2.1706249,-1.5737179000000001,-0.9879859,-0.4104634,-20.0,-17.94684,-16.6806774,-15.4335709,-14.2130136,-13.02419,-11.871871,-10.7592764,-10.4006481,-10.4006481,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.2179832
36,0.0,-1.0799999999999983,-1.0799999000000007,-1.079999100000002,-1.08,-1.0799999999999983,-1.079999899999999,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.782016800000001,-5.59177928,-0.17943589999999998,0.34871759999999996,0.8310308,1.2660799,1.6537399,1.9945420999999999,2.2897262,2.3642206,2.3642206,-4.71787934,-4.19151359,-3.6601759,-3.0738439,-2.5039579,-1.9070509,-1.3213187,-0.7437963999999999,-20.0,-19.02684,-17.7606773,-16.51357,-15.2930136,-14.10419,-12.9518709,-11.8392763,-11.480648,-11.480648,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
37,0.0,-0.97316,-1.0799999999999983,-1.0799999999999983,-1.0800009,-1.08,-1.0799999000000007,-1.0799999000000007,-1.08,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9251129,-0.5127688,0.0347061,0.5378041,0.9931964,1.40067,1.7606773,2.0744047,2.1548767,2.1548767,-5.0512129,-4.5248469,-3.99350934,-3.4071769,-2.8372909,-2.2403839,-1.6546519,-1.0771294,-20.0,-20.0,-18.8406773,-17.59357,-16.3730145,-15.18419,-14.0318708,-12.9192762,-12.560648,-12.560648,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
38,0.0,0.0,-1.0799999000000007,-1.0800000000000018,-1.0799999000000007,-1.08,-1.08,-1.08,-1.079999899999999,-1.079999899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.25844626,-0.8461018,-0.2973052,0.2265787,0.7023124,1.1296005,1.5088129000000001,1.8410834999999999,1.9275321,1.9275321,-5.38454633,-4.85818057,-4.3268429,-3.74051051,-3.1706239,-2.5737169,-1.9879848999999998,-1.4104629,-20.0,-20.0,-19.9206772,-18.67357,-17.4530144,-16.26419,-15.1118708,-13.9992762,-13.6406479,-13.6406479,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
39,0.0,0.0,-0.07932279999999992,-1.0799999999999983,-1.0799999000000007,-1.0800000000000018,-1.0800007999999988,-1.079999899999999,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5917799,-1.1794348000000001,-0.6306381999999999,-0.1026478,0.39342879999999997,0.8405303,1.2389488,1.5897626,1.682188,1.682188,-5.7178799,-5.1915139,-4.66017632,-4.0738439,-3.50395732,-2.9070499,-2.3213179,-1.7437958999999998,-20.0,-20.0,-20.0,-19.75357,-18.5330143,-17.34419,-16.1918716,-15.0792761,-14.7206478,-14.7206478,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
40,0.0,0.0,0.0,-0.24643000000000015,-1.0799998999999971,-1.0799999999999983,-1.0800000000000018,-1.0800009,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.92511325,-1.5127679,-0.9639711999999999,-0.4359808,0.06654539999999999,0.5334606,0.9510841,1.3204411999999999,1.4188441,1.4188441,-6.05121331,-5.5248475500000005,-4.9935099,-4.4071774999999995,-3.8372909,-3.2403829,-2.6546509,-2.0771289,-20.0,-20.0,-20.0,-20.0,-19.6130142,-18.42419,-17.2718716,-16.159277,-15.8006477,-15.8006477,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
41,0.0,0.0,0.0,0.0,-0.3869858000000015,-1.0800000000000018,-1.0799999000000007,-1.0799999000000007,-1.08,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2584469,-1.8461009,-1.2973042,-0.7693139,-0.2667876,0.2083911,0.6452198,1.0331201,1.1374998,1.1374998,-6.3845469,-5.8581809,-5.32684331,-4.7405109,-4.1706243,-3.5737169,-2.9879838999999997,-2.4104619,-20.0,-20.0,-20.0,-20.0,-20.0,-19.50419,-18.3518715,-17.2392769,-16.8806477,-16.8806477,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
42,0.0,0.0,0.0,0.0,0.0,-0.49580999999999875,-1.0799998999999971,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.59178023,-2.1794339,-1.6306368999999998,-1.1026469,-0.6001206,-0.1249419,0.3213548,0.7277984,0.8381557,0.8381557,-6.7178803,-6.19151454,-5.6601769,-5.07384448,-4.5039579,-3.90705018,-3.3213169,-2.7437949,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.4318714,-18.3192768,-17.9606476,-17.9606476,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
43,0.0,0.0,0.0,0.0,0.0,0.0,-0.5681286000000014,-1.0799999000000007,-1.0799998999999971,-1.0799998999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.92511349,-2.5127669,-1.9639699,-1.4359799,-0.9334536,-0.4582749,-0.0119782,0.4044771,0.5208119999999999,0.5208119999999999,-7.0512139,-6.5248479,-5.99351029,-5.4071779,-4.83729129,-4.2403839,-3.65465026,-3.0771279,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-19.3992767,-19.0406475,-19.0406475,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6007232999999985,-0.9593525000000014,-0.9593525000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.25844674,-2.8460999,-2.2973029,-1.7693129,-1.2667866,-0.7916078999999999,-0.3453112,0.0711441,0.18747899999999998,0.18747899999999998,-7.38454728,-6.8581815200000005,-6.3268439,-5.7405114600000005,-5.1706249,-4.57371716,-3.9879838999999997,-3.4104609,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5917799,-3.1794329,-2.6306358999999997,-2.1026459,-1.6001199,-1.1249409,-0.6786441999999999,-0.262189,-0.14585399999999998,-0.14585399999999998,-7.71788077,-7.1915149,-6.66017728,-6.0738449,-5.50395827,-4.90705066,-4.32131724,-3.7437939,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
